,sample1,sample2,_,utm_x,utm_y,unit,__,lithology,longitude,latitude,sampleno,unnamed: 0,unnamed: 2,age,unnamed: 4,unnamed: 5,lithology,unnamed: 7,87/86sr m,2σ,rb_ppm,sr_ppm,(rb/sr),10*(rb/sr),(87rb/86sr)c,87rb/86sr i,(86/87sr)°,unnamed: 17,source,mixing,unnamed: 20,87/86 sr chur°,εsr°,deltasrtoday,unnamed: 24,143/144 nd,2σ.1,sm_ppm,nd_ppm,(147sm/144nd),(147sm/144nd)c,âge.1,(143nd/144nd)°,unnamed: 33,143nd/144nd chur°,εnd°,unnamed: 36,sio2,al2o3,fe2o3,cao,mgo,na2o,k2o,cr2o3,tio2,mno,p2o5,sro,bao,loi,total,unnamed: 52,ag_ppm,as_ppm,ba_ppm,be_ppm,bi_ppm,cd_ppm,ce_ppm,co_ppm,cr_ppm,cs_ppm,cu_ppm,dy_ppm,er_ppm,eu_ppm,ga_ppm,gd_ppm,ge_ppm,hf_ppm,ho_ppm,la_ppm,lu_ppm,mo_ppm,nb_ppm,nb*10,nd.1,ni_ppm,pb_ppm,pr_ppm,rb.1,sb_ppm,sm.1,sn_ppm,sr.1,ta_ppm,tb_ppm,th_ppm,tl_ppm,tm_ppm,u_ppm,v_ppm,w_ppm,y_ppm,yb_ppm,zn_ppm,zr_ppm,na+k,k_ppm,p_ppm,ti_ppm,unnamed: 102,feo,unnamed: 104,mgo molar,feo molar,mg#,unnamed: 108,nb/ta,unnamed: 110,unnamed: 111,cs.1,rb.2,ba.1,th.1,u.1,nb.1,ta.1,k.1,la.1,ce.1,pb.1,pr.1,sr.2,p.1,nd.2,zr.1,hf.1,sm.2,eu.1,ti.1,gd.1,tb.1,dy.1,y.1,ho.1,er.1,tm.1,yb.1,lu.1,unnamed: 141,dy/yb,zr/sm,nb/la,sr/pb,la/sm,u/th,sr/y,sm/yb,u/pb,gd/yb,la/yb,unnamed: 153,unnamed: 154,unnamed: 155,unnamed: 156,unnamed: 157,unnamed: 158,unnamed: 159,unnamed: 160,unnamed: 161,unnamed: 162,unnamed: 163,unnamed: 164,unnamed: 165,unnamed: 166,unnamed: 167,unnamed: 168,unnamed: 169,unnamed: 170,unnamed: 171,unnamed: 172,unnamed: 173,unnamed: 174,unnamed: 175,unnamed: 176,unnamed: 177,unnamed: 178,unnamed: 179,unnamed: 180,unnamed: 181,unnamed: 182,unnamed: 183,unnamed: 184,unnamed: 185,unnamed: 186,unnamed: 187,unnamed: 188,unnamed: 189,unnamed: 190,unnamed: 191,unnamed: 192,unnamed: 193,unnamed: 194,unnamed: 195,unnamed: 196,unnamed: 197,unnamed: 198,unnamed: 199,unnamed: 200,unnamed: 201,unnamed: 202,unnamed: 203,unnamed: 204
24,09SD,210.a,19K,219661.0,8180421.0,G&D,,Diorite,-71.62526261483477,-16.441388289564806,09SD210.A,5,Caldera J,195.0,Mafic,nord,Diorite,,0.707997,7.0,65.55,379.8,0.1725908372827804,17.25908372827804,0.4849552469584123,,0.7066522980405021,,,,,0.7042706863617871,33.81670889950339,85.42735042735173,,0.512494,9.0,4.41,21.82,0.20210815765352888,0.1222267339031164,195.0,0.512338024809813,,0.5123869884665159,-0.9555991429321953,,61.621,17.387,6.497,4.472,2.511,4.345,1.833,,0.491,0.1619,0.198,,,1.339,100.855,,,2.845,604.6,0.998,< L.D.,< L.D.,44.34,82.65,5.085,0.898,21.08,3.093,1.848,1.164,18.73,3.576,1.584,3.334,0.636,21.39,0.325,0.467,3.027,30.270000000000003,21.82,4.674,9.837,5.475,65.55,0.452,4.41,1.268,379.8,0.253,0.531,13.44,,0.29,2.431,90.21,399.9,18.46,1.993,78.86,123.2,6.178,15216.2829,864.1908000000001,2943.545,,5.8460006,,0.06230150853513299,0.08136849093895275,43.36431319217102,,11.964426877470355,,,42.76190476190476,109.25,91.60606060606061,169.0566037735849,119.75369458128078,4.600303951367781,6.837837837837839,63.40117875,33.00925925925926,26.471641791044778,65.58,21.55511811023622,19.085427135678394,9.602120000000001,17.456,11.733333333333334,11.780918727915196,10.86206896551724,7.558441558441558,2.4427759336099584,6.573529411764706,5.363636363636363,4.589020771513352,4.293023255813954,4.268456375838927,4.219178082191781,4.26470588235294,4.519274376417234,4.814814814814815,,1.015433095954535,1.0802116402116404,0.1393640467735541,0.29102511643303436,3.038947677836567,0.7083644880365939,4.445684544063764,2.40349845147672,1.8260703656797923,1.4545541749062896,7.304106037798963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,09SD,352.b,19K,227526.0,8176626.0,G&D,,Diorite,-71.55211217891366,-16.476569808336077,09SD352.B,1,Tiabaya K?J?,200.0,Mafic,nord,Diorite,,0.706487,7.0,59.6,618.0,0.0964401294498382,9.64401294498382,0.2709422637106149,,0.705716430279985,,,,,0.7042647981714905,20.612021391150925,63.91737891737969,,0.512296,6.0,5.18,25.8,0.2007751937984496,0.12141489144465115,200.0,0.5121370854145082,,0.5123805480631387,-4.751598193000195,,55.9,17.8,7.55,7.53,2.98,2.99,1.62,<0.01,0.67,0.2,0.29,0.07,0.06,0.59,98.3,,<1,,578.0,,,,52.2,80.7,10,1.96,10,3.75,2.27,1.34,20.2,4.43,,3.2,0.75,25.5,0.34,<2,4.1,41.0,25.8,9,7.0,6.51,59.6,,5.18,1,618.0,0.3,0.65,5.74,<0.5,0.33,1.3,194.0,334.0,20.8,2.25,80.0,118.0,4.61,13448.106000000002,1265.7340000000002,4016.65,,6.79349,,0.07393807066296149,0.09455627313977118,43.88163364672088,,13.666666666666666,,,93.33333333333333,99.33333333333334,87.57575757575758,72.20125786163523,64.03940886699507,6.231003039513677,8.108108108108109,56.033775000000006,39.35185185185185,31.16417910447761,46.66666666666667,25.62992125984252,31.05527638190955,14.063711111111113,20.64,11.238095238095237,11.307420494699649,12.75862068965517,8.701298701298702,3.333319502074689,8.143382352941176,6.565656565656566,5.563798219584569,4.837209302325582,5.033557046979866,5.1826484018264845,4.852941176470588,5.1020408163265305,5.037037037037037,,1.0905044510385757,0.8808236808236809,0.15834078312175934,0.665470208183776,3.0843343343343346,0.8869569694993219,6.420081175106301,2.5006896551724136,1.3722730471498943,1.5961029411764704,7.712962962962962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,09SD,330,19K,250212.0,8153509.0,C-C,,Diorite,-71.3422855746324,-16.687852623196076,09SD330,13,Chapi 152,160.5,Chapi-Churajon,nord,Diorite,,0.709485,8.0,130.0,312.0,0.4166666666666667,41.66666666666667,1.1709455106250002,,0.706813254655814,,,,,0.7043113034825623,35.523370999166474,106.62393162393258,,0.512544,8.0,4.77,22.7,0.21013215859030837,0.1270808328481057,160.5,0.5124105370283998,,0.5124314215103458,-0.40755662259139847,,60.5,13.4,6.34,3.59,3.42,3.28,2.86,0.02,0.55,0.11,0.18,0.04,0.16,3.99,98.4,,<1,,1395.0,,,,47.2,54.6,130,1.22,307,3.69,2.16,1.13,15.9,4.13,,4.0,0.73,22.2,0.33,<2,4.6,46.0,22.7,25,8.0,5.5,130.0,,4.77,1,312.0,0.3,0.59,8.49,<0.5,0.32,2.04,186.0,203.0,18.3,2.1,46.0,150.0,6.14,23741.718,785.628,3297.25,,5.704732,,0.08485510123064707,0.079402221418033,51.65985897148613,,15.333333333333332,,,58.09523809523809,216.66666666666669,211.36363636363637,106.79245283018868,100.49261083743842,6.990881458966564,8.108108108108109,98.92382500000001,34.25925925925926,28.17910447761194,53.333333333333336,21.653543307086615,15.678391959798995,8.7292,18.16,14.285714285714286,14.13427561837456,11.748768472906402,7.337662337662337,2.7363070539419088,7.591911764705881,5.959595959595959,5.474777448071216,4.2558139534883725,4.899328859060403,4.931506849315069,4.705882352941177,4.761904761904762,4.888888888888888,,1.1497032640949554,1.215932914046122,0.20405816150496997,0.29396984924623115,2.9159872660920882,0.9410085467109958,3.6839937391877418,2.4672413793103445,1.8842364532019702,1.594301470588235,7.194444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,09SD,331,19K,250407.0,8155129.0,C-C,,Diorite,-71.34028005530273,-16.673241063492604,09SD331,14,Chapi 152,160.5,Chapi-Churajon,nord,Diorite,,0.706494,8.0,81.1,507.0,0.15996055226824457,15.996055226824456,0.4493990669215384,,0.7054686065433153,,,,,0.7043113034825623,16.431697958425584,64.01709401709476,,0.51256,12.0,3.96,17.6,0.22499999999999998,0.13607291924999998,160.5,0.5124170933495603,,0.5124314215103458,-0.2796112842429199,,63.1,14.25,6.04,5.01,3.28,2.68,2.66,0.02,0.58,0.1,0.2,0.06,0.1,3.49,101.5,,<1,,871.0,,,,31.4,81.0,150,3.31,7,2.89,1.68,1.01,16.5,3.09,,3.4,0.58,13.7,0.27,<2,4.6,46.0,17.6,21,8.0,3.97,81.1,,3.96,1,507.0,0.3,0.47,6.77,<0.5,0.25,1.27,191.0,376.0,16.3,1.71,51.0,134.0,5.34,22081.458000000002,872.9200000000001,3477.1000000000004,,5.434792000000001,,0.08138150059547439,0.07564501851181694,51.826596588993326,,15.333333333333332,,,157.61904761904762,135.16666666666666,131.96969696969697,85.1572327044025,62.5615763546798,6.990881458966564,8.108108108108109,92.00607500000001,21.141975308641975,18.746268656716417,53.333333333333336,15.62992125984252,25.47738693467337,9.699111111111112,14.080000000000002,12.761904761904763,12.014134275618375,9.753694581280788,6.558441558441559,2.8855601659751042,5.680147058823529,4.747474747474747,4.287833827893175,3.790697674418605,3.8926174496644292,3.835616438356164,3.676470588235294,3.877551020408163,4.0,,1.1058097766671873,1.3084175084175085,0.3306635901759368,0.47770100502512564,2.1675863574011722,0.7346595746229018,6.721028455159232,2.515426497277677,1.1730295566502462,1.4648800309597523,5.4524041585445095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,09SD,335,19K,243657.0,8161183.0,C-C,,Qz-diorite,-71.40284893088999,-16.617837620610707,09SD335,4,Chapi 154,160.5,Chapi-Churajon,nord,Qz-diorite,,0.70545,8.0,84.5,483.0,0.17494824016563146,17.494824016563147,0.4914551989285714,,0.7043286471038157,,,,,0.7043113034825623,0.24624936683093068,49.14529914529897,,0.512565,12.0,4.95,23.6,0.2097457627118644,0.12684778750105932,160.5,0.5124317817775398,,0.5124314215103458,0.007030544553199292,,64.6,14.25,6.47,5.46,3.47,2.67,2.38,0.02,0.54,0.1,0.13,0.06,0.1,1.0,101.5,,<1,,897.0,,,,47.7,88.9,140,2.42,46,3.41,2.03,1.06,16.2,3.78,,3.6,0.67,22.7,0.31,<2,4.7,47.0,23.6,25,12.0,5.67,84.5,,4.95,2,483.0,0.4,0.55,7.94,<0.5,0.29,1.17,184.0,428.0,19.0,2.01,62.0,129.0,5.05,19757.094,567.398,3237.3,,5.821706,,0.0860956728860659,0.08103034267739331,51.51542241690949,,11.75,,,115.23809523809523,140.83333333333334,135.9090909090909,99.87421383647799,57.63546798029556,7.142857142857143,10.810810810810812,82.321225,35.03086419753086,28.47761194029851,80.0,22.32283464566929,24.2713567839196,6.304422222222223,18.880000000000003,12.285714285714286,12.720848056537104,12.192118226600984,6.883116883116884,2.6865560165975104,6.948529411764705,5.555555555555555,5.059347181008902,4.4186046511627906,4.496644295302014,4.634703196347031,4.26470588235294,4.5578231292517,4.592592592592593,,1.1100358740422518,1.007676767676768,0.20390182504719953,0.303391959798995,2.8732385584237434,0.5770805673090046,5.492991272150226,2.6749871332990223,0.7204433497536945,1.5245280948200175,7.685876174682146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,09SD,45,19K,215391.0,8144645.0,ET,,Diorite,-71.66967846483595,-16.763943026157296,09SD45,15,Linga Pal,154.7,El Toro,sud,Diorite,,0.706664,7.0,136.0,376.0,0.3617021276595745,36.17021276595745,1.0161963914978724,,0.7044292270300428,,,,,0.7043181299144912,1.5773712308830845,66.43874643874614,,0.512658,6.0,4.55,21.2,0.21462264150943397,0.12980004606179243,154.7,0.5125266099060297,,0.5124388904290248,1.7118036636820655,,60.6,15.95,5.57,1.72,2.61,5.02,3.54,<0.01,0.55,0.12,0.18,0.05,0.08,1.5,97.5,,<1,,717.0,,,,43.8,47.0,10,11.1,33,3.06,1.92,0.85,15.5,3.18,,3.8,0.63,20.1,0.33,<2,4.8,48.0,21.2,<5,5.0,5.18,136.0,,4.55,1,376.0,0.4,0.49,8.85,<0.5,0.29,2.28,187.0,204.0,17.6,2.1,113.0,139.0,8.559999999999999,29386.602000000003,785.628,3297.25,,5.0118860000000005,,0.06475784041286224,0.0697587339587451,48.14116083120445,,11.999999999999998,,,528.5714285714286,226.66666666666669,108.63636363636364,111.32075471698113,112.31527093596057,7.29483282674772,10.810810810810812,122.44417500000002,31.01851851851852,26.149253731343283,33.333333333333336,20.393700787401574,18.894472361809047,8.7292,16.96,13.238095238095237,13.427561837455832,11.206896551724137,5.51948051948052,2.7363070539419088,5.845588235294118,4.949494949494949,4.540059347181009,4.093023255813954,4.228187919463087,4.383561643835616,4.26470588235294,4.761904761904762,4.888888888888888,,0.9534124629080118,1.1812454212454213,0.23517670008619512,0.5668341708542713,2.767806267806268,1.0089337897637136,4.616263133851074,2.353448275862069,3.3694581280788167,1.2275735294117647,6.513888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,09SD,47,19K,215237.0,8143488.0,ET,,Qz-diorite,-71.67126784804037,-16.774371883270963,09SD47,15,Linga Pal,160.0,El Toro,sud,Qz-diorite,,0.706568,9.0,129.0,307.0,0.4201954397394137,42.01954397394137,1.1805211978749188,,0.7038828066138186,,,,,0.7043118919902185,-6.092263687148547,65.07122507122487,,0.512494,10.0,4.37,22.4,0.19508928571428574,0.11798200769919644,160.0,0.5123704790122335,,0.5124320653938048,-1.2018448050077346,,67.9,14.4,3.83,3.46,1.36,3.02,3.14,<0.01,0.43,0.08,0.1,0.04,0.09,0.8,98.7,,<1,,795.0,,,,55.0,75.7,10,10.05,20,3.17,2.0,0.74,15.4,3.07,,5.6,0.64,27.1,0.33,<2,5.6,56.0,22.4,6,14.0,5.93,129.0,,4.37,2,307.0,0.7,0.5,14.95,0.5,0.29,2.51,89.0,519.0,19.1,2.12,41.0,146.0,6.16,26066.082000000002,436.46000000000004,2577.8500000000004,,3.446234,,0.03374354902739182,0.047966957102691866,41.29646311781727,,8.0,,,478.57142857142856,215.0,120.45454545454547,188.0503144654088,123.64532019704431,8.51063829787234,18.91891891891892,108.608675,41.82098765432099,32.83582089552239,93.33333333333334,23.346456692913385,15.427135678391961,4.849555555555556,17.919999999999998,13.904761904761905,19.787985865724384,10.763546798029557,4.805194805194805,2.139294605809129,5.643382352941176,5.05050505050505,4.70326409495549,4.44186046511628,4.295302013422819,4.566210045662101,4.26470588235294,4.807256235827665,4.888888888888888,,0.9783676725827221,1.2918382913806254,0.20350160948417995,0.16529073941134242,3.885428143627991,0.6575119033889647,3.473124786234839,2.2390208197787898,1.3247712878254747,1.1739300083240842,8.699554507337526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,09SD,124,19K,215994.0,8115887.0,ET,,Diorite,-71.66767632679084,-17.02369529517736,09SD124,12,Cocachacra 165,165.0,El Toro,sud,Diorite,,0.705968,8.0,73.6,288.0,0.25555555555555554,25.555555555555554,0.7179297802355555,,0.7042839183937245,,,,,0.7043060067256254,-0.31361839441856887,56.52421652421857,,0.512618,8.0,3.76,17.4,0.2160919540229885,0.13068741692597702,165.0,0.512476899091092,,0.5124256264644672,1.0005866993512136,,59.9,15.0,5.95,4.53,3.9,3.69,2.71,0.01,0.53,0.09,0.15,0.04,0.07,1.8,98.4,,<1,,596.0,,,,37.0,61.8,50,1.21,45,2.65,1.64,0.83,15.3,2.7,,2.6,0.53,17.3,0.27,<2,3.7,37.0,17.4,13,5.0,4.26,73.6,,3.76,1,288.0,0.3,0.41,11.3,<0.5,0.24,2.64,237.0,269.0,14.9,1.7,31.0,94.0,6.4,22496.523,654.69,3177.3500000000004,,5.35381,,0.09676458912266772,0.07451785763995211,56.49416560283825,,12.333333333333334,,,57.61904761904761,122.66666666666666,90.30303030303031,142.13836477987422,130.04926108374383,5.623100303951368,8.108108108108109,93.7355125,26.69753086419753,22.089552238805968,33.333333333333336,16.771653543307085,14.472361809045227,7.274333333333334,13.919999999999998,8.952380952380953,9.187279151943464,9.261083743842363,5.3896103896103895,2.6368049792531125,4.963235294117647,4.141414141414141,3.931750741839762,3.465116279069768,3.5570469798657722,3.744292237442922,3.529411764705882,3.8548752834467117,4.0,,1.0199423983243148,0.9666666666666669,0.21062248537343853,0.43417085427135677,2.882765300761755,0.9149483412528879,4.176587636167414,2.4024340770791075,3.9014778325123145,1.287521626297578,6.9256535947712425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,09SD,190,19K,214974.0,8123064.0,ET,,Diorite,-71.67632947201078,-16.958763720680096,09SD190,11,Linga-Cocachacra 170,170.0,El Toro,sud,Diorite,,0.706144,8.0,110.5,471.0,0.2346072186836518,23.46072186836518,0.6590913088845011,,0.704551031641115,,,,,0.7043001210431636,3.5625522480353666,59.03133903133906,,0.51244,6.0,4.44,21.8,0.2036697247706422,0.12316952308623855,170.0,0.512302983971136,,0.5124191873245733,-2.2677400907633594,,60.7,16.0,5.84,4.16,2.43,3.72,2.91,<0.01,0.54,0.1,0.19,0.05,0.07,2.8,99.5,,<1,,631.0,,,,47.1,57.7,<10,1.9,68,2.91,1.79,0.97,17.2,3.15,,4.1,0.6,22.5,0.3,2,5.2,52.0,21.8,<5,11.0,5.31,110.5,,4.44,1,471.0,0.4,0.47,12.05,<0.5,0.26,2.97,199.0,271.0,17.1,1.92,44.0,153.0,6.630000000000001,24156.783,829.274,3237.3,,5.254832,,0.06029178245335451,0.07314021657433956,45.185399973540704,,13.0,,,90.47619047619047,184.16666666666669,95.60606060606061,151.57232704402517,146.30541871921181,7.90273556231003,10.810810810810812,100.6532625,34.72222222222222,28.119402985074625,73.33333333333334,20.90551181102362,23.668341708542716,9.214155555555555,17.44,14.571428571428571,14.487632508833922,10.935960591133005,6.298701298701299,2.6865560165975104,5.790441176470588,4.747474747474747,4.317507418397626,3.976744186046512,4.026845637583893,4.08675799086758,3.8235294117647056,4.353741496598639,4.444444444444444,,0.9916774851632048,1.3324324324324324,0.2275987841945289,0.32275011420740063,3.17505005005005,0.9652515176910654,5.951688265890858,2.5118534482758625,1.9950738916256154,1.3299919577205883,7.975260416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,09SD,205,19K,121733.0,8131214.0,ET,,Diorite,-72.5493910458456,-16.871884503225758,09SD205,6,Linga J 170,188.4,El Toro,sud,Diorite,,0.705827,8.0,29.2,586.0,0.049829351535836175,4.982935153583617,0.13998316580156994,,0.7054520044508054,,,,,0.7042784581328704,16.66310114107672,54.515669515668996,,0.512513,7.0,2.43,10.9,0.22293577981651377,0.13482303606247706,188.4,0.5123467773001813,,0.5123954894765076,-0.9506753538379709,,62.5,16.5,4.59,6.92,1.91,3.07,0.85,<0.01,0.4,0.1,0.11,0.07,0.03,2.1,99.2,,<1,,274.0,,,,20.0,70.0,<10,0.37,10,2.1,1.33,0.79,17.9,2.22,,2.8,0.43,8.9,0.25,<2,2.8,28.0,10.9,<5,9.0,2.48,29.2,,2.43,1,586.0,0.1,0.34,2.74,<0.5,0.2,0.68,112.0,435.0,12.6,1.52,28.0,118.0,3.92,7056.1050000000005,480.106,2398.0,,4.130082,,0.04738983723699881,0.05748520446510592,45.18695436766414,,27.999999999999996,,,17.619047619047617,48.666666666666664,41.515151515151516,34.46540880503145,33.497536945812804,4.25531914893617,2.702702702702703,29.400437500000002,13.734567901234568,11.940298507462686,60.0,9.763779527559056,29.447236180904525,5.334511111111111,8.72,11.238095238095237,9.893992932862192,5.985221674876847,5.12987012987013,1.9900414937759336,4.080882352941177,3.4343434343434343,3.115727002967359,2.9302325581395348,2.8859060402684564,3.036529680365297,2.941176470588235,3.4467120181405897,3.7037037037037033,,0.9039707949398719,1.8776406035665294,0.3098254841023189,0.4907872696817421,2.294746735761825,0.9719175865664663,10.049453617292814,1.7365018148820326,0.5582922824302134,1.1839928405572755,3.9848318713450293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,09SD,31,19K,212545.0,8179720.0,TB,,Diorite,-71.69193582955079,-16.446873812050832,09SD31,31,Caldera K,76.1,Tiabaya NW,nord,Diorite,,0.705881,8.0,70.72,494.2,0.14309995953055443,14.309995953055443,0.4020058841526831,,0.7054463495978046,,,,,0.7044105844225705,14.703997897520527,55.28490028489985,,0.512515,11.0,3.46,17.44,0.198394495412844,0.11998146264736237,76.1,0.5124552710838005,,0.5125400792249302,-1.6546635973890833,,59.598,17.429,6.638,6.266,2.645,3.233,2.402,,0.602,0.1407,0.202,,,1.038,100.193,,,1.608,825.1,1.04,< L.D.,< L.D.,38.1,69.89,9.433,2.106,36.32,2.516,1.51,1.083,18.55,2.878,1.609,3.557,0.504,17.87,0.291,0.52,3.281,32.81,17.44,8.675,15.6901,4.478,70.72,0.224,3.46,1.168,494.2,0.302,0.423,8.982,,0.244,2.048,139.3,311.4,15.24,1.754,85.28,142.2,5.635,19939.7226,881.6492000000002,3608.9900000000002,,5.9728724,,0.06562624057165542,0.08313437630487432,44.11533237061307,,10.864238410596027,,,100.28571428571428,117.86666666666667,125.01515151515153,112.98113207547169,100.88669950738915,4.986322188449848,8.162162162162163,83.0821775,27.57716049382716,22.746268656716417,104.60066666666667,17.62992125984252,24.83417085427136,9.796102222222224,13.952000000000002,13.542857142857141,12.568904593639576,8.522167487684728,7.032467532467533,2.9950124481327802,5.290441176470588,4.2727272727272725,3.7329376854599405,3.544186046511628,3.38255033557047,3.4474885844748857,3.5882352941176467,3.9773242630385486,4.311111111111111,,0.9385550281002474,1.5891329479768785,0.1808134738732793,0.2374188582699093,3.2359327053450375,0.892951749146898,7.007016710850842,2.1426886328785435,0.9644938481022028,1.3301508317123885,6.9335962245027245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,09SD,32,19K,212545.0,8179720.0,TB,,gabbros,-71.69193582955079,-16.446873812050832,09SD32,10,Caldera K,76.0,Tiabaya NW,nord,gabbros,,0.705985,8.0,81.27,475.3,0.1709867452135493,17.09867452135493,0.48035223840287183,,0.7054663240371066,,,,,0.7044107019834572,14.985888923564339,56.76638176638215,,0.512529,11.0,3.786,18.3,0.20688524590163934,0.1251167631482295,76.0,0.5124667965065132,,0.5125402079307283,-1.4323056626430741,,52.448,17.998,9.685,7.757,4.515,3.365,1.843,,1.01,0.2285,0.163,,,1.192,100.204,,,1.718,580.5,1.057,< L.D.,0.131,37.21,58.57,11.9,2.632,141.4,2.973,1.769,1.228,20.7,3.229,1.895,1.878,0.599,17.33,0.324,0.497,4.261,42.61,18.3,11.35,12.2559,4.659,81.27,0.266,3.786,1.579,475.3,0.31,0.493,3.133,,0.285,0.54,283.0,181.8,17.82,1.973,135.4,62.1,5.208,15299.295900000001,711.4298,6054.950000000001,,8.714563,,0.11202362048431916,0.12129503382234223,48.01314357705895,,13.745161290322581,,,125.33333333333333,135.45,87.95454545454545,39.40880503144654,26.600985221674875,6.475683890577508,8.378378378378379,63.74706625,26.743827160493822,22.214925373134328,81.706,18.34251968503937,23.884422110552766,7.904775555555555,14.64,5.914285714285715,6.636042402826855,9.32512315270936,7.974025974025974,5.024854771784233,5.935661764705882,4.979797979797979,4.410979228486647,4.144186046511628,4.02013422818792,4.038812785388128,4.191176470588235,4.473922902494332,4.8,,0.9859309882223066,0.6342313787638669,0.24213751650861084,0.2923215199685796,2.8679328650714453,0.6750010613224234,5.763356626003193,2.0843280843106067,0.32556954472957766,1.3267241957604123,5.977713014585795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nb(Zr100),Pb(Zr100),Sr(Zr100),,Hf(Zr100),Ti(Zr100),Y(Zr100),La/Sm 100,Gd/Yb 100,La/Sm N 100,Gd/Yb N 100,,,,SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,,,MnO
36,09SD,33,19K,212885.0,8178919.0,TB,,Diorite,-71.68885404775604,-16.454147704636487,09SD33,32,Caldera K,76.0,Tiabaya NW,nord,Diorite,,0.705759,7.0,60.69,501.0,0.1211377245508982,12.113772455089821,0.34030400609779043,,0.7053915456739286,,,,,0.7044107019834572,13.924315569162626,53.54700854701022,,0.512513,6.0,4.142,19.69,0.21036058913153885,0.12721804152724225,76.0,0.5124497518275055,,0.5125402079307283,-1.7648586749507977,,58.339,17.448,7.528,6.888,3.146,3.158,2.033,,0.709,0.148,0.222,,,1.105,100.724,,,< L.D.,763.3,1.022,< L.D.,0.131,40.86,68.45,12.28,1.954,49.15,3.178,1.861,1.151,18.87,3.601,1.524,2.919,0.631,20.13,0.314,0.411,3.494,34.940000000000005,19.69,8.462,11.7557,4.977,60.69,< L.D.,4.142,1.052,501.0,0.262,0.543,5.916,,0.284,1.571,163.2,290.2,18.66,1.969,87.14,115.3,5.191,16876.5429,968.9412,4250.455,,6.7736944,,0.07805676855895195,0.09428074492664866,45.292964358264264,,13.33587786259542,,,93.04761904761904,101.15,115.65151515151516,74.41509433962264,77.38916256157634,5.310030395136778,7.081081081081082,70.31892875,31.064814814814813,24.394029850746268,78.37133333333333,19.594488188976378,25.175879396984925,10.766013333333333,15.752,10.980952380952381,10.314487632508834,10.201970443349754,7.474025974025975,3.527348547717842,6.619485294117647,5.484848484848485,4.71513353115727,4.339534883720931,4.23489932885906,4.248858447488584,4.1764705882352935,4.464852607709751,4.651851851851852,,1.05605580865432,1.0763560276838886,0.17093391435909747,0.32123837028401026,3.044981848096285,1.0399659269177348,5.801515616668551,2.284951226773612,0.9874677292068063,1.482576442207152,6.957635009310986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
